DAC_Bits,Voltaje_DAC,Mediana_ADC1(34)_V,Mediana_ADC2(35)_V,Unnamed: 4,Vled,Iled,Vcc
103,1.333,0.406,1.13,,1.5428592,0.0113,2.5428592
104,1.346,0.409,1.14,,1.5516488000000002,0.011399999999999999,2.5616488
105,1.359,0.411,1.15,,1.5541752,0.0115,2.5741752
106,1.372,0.415,1.162,,1.567228,0.011619999999999998,2.599228
107,1.385,0.418,1.174,,1.5740176,0.011739999999999999,2.6180176
108,1.398,0.421,1.185,,1.5818072,0.011850000000000001,2.6368072000000002
109,1.411,0.424,1.199,,1.5865968000000001,0.01199,2.6555968
110,1.424,0.425,1.209,,1.5828599999999997,0.01209,2.66186
111,1.436,0.426,1.222,,1.5761232,0.01222,2.6681232
112,1.449,0.428,1.231,,1.5796496000000002,0.012310000000000001,2.6806496
113,1.462,0.431,1.249,,1.5804391999999998,0.012490000000000001,2.6994392
114,1.475,0.434,1.26,,1.5882288000000004,0.0126,2.7182288000000003
115,1.488,0.434,1.269,,1.5792288000000005,0.01269,2.7182288000000003
116,1.501,0.438,1.281,,1.5922816000000002,0.012809999999999998,2.7432816
117,1.514,0.439,1.293,,1.5865448000000004,0.012929999999999999,2.7495448000000002
118,1.527,0.442,1.302,,1.5963344,0.01302,2.7683344
119,1.54,0.446,1.316,,1.6073872000000002,0.01316,2.7933872
120,1.553,0.448,1.328,,1.6079136000000003,0.01328,2.8059136000000002
121,1.566,0.45,1.34,,1.6084400000000003,0.0134,2.8184400000000003
122,1.579,0.451,1.352,,1.6027032,0.01352,2.8247032
123,1.592,0.451,1.362,,1.5927031999999999,0.01362,2.8247032
124,1.605,0.455,1.372,,1.6077560000000002,0.013720000000000001,2.849756
125,1.618,0.456,1.382,,1.6040192000000006,0.013819999999999999,2.8560192000000004
126,1.631,0.459,1.393,,1.6118088000000004,0.01393,2.8748088000000003
127,1.644,0.462,1.405,,1.6185984000000002,0.01405,2.8935984
128,1.656,0.467,1.445,,1.6099144000000005,0.014450000000000001,2.9249144000000005
129,1.669,0.47,1.459,,1.6147039999999997,0.01459,2.943704
130,1.682,0.472,1.469,,1.6172304,0.014690000000000002,2.9562304
131,1.695,0.475,1.482,,1.6230200000000004,0.01482,2.97502
132,1.708,0.477,1.492,,1.6255463999999997,0.01492,2.9875464
133,1.721,0.477,1.505,,1.6125463999999998,0.01505,2.9875464
134,1.734,0.479,1.513,,1.6170727999999999,0.01513,3.0000728
135,1.747,0.481,1.525,,1.6175992,0.01525,3.0125992
136,1.76,0.485,1.537,,1.630652,0.01537,3.037652
137,1.773,0.486,1.549,,1.6249152000000002,0.015489999999999999,3.0439152000000003
138,1.786,0.489,1.56,,1.6327048,0.015600000000000001,3.0627048
139,1.799,0.492,1.571,,1.6404944000000001,0.01571,3.0814944
140,1.812,0.492,1.585,,1.6264944,0.01585,3.0814944
141,1.825,0.495,1.593,,1.6372840000000002,0.01593,3.1002840000000003
142,1.838,0.497,1.604,,1.6388104000000001,0.016040000000000002,3.1128104000000003
143,1.851,0.501,1.616,,1.6518631999999998,0.01616,3.1378632
144,1.864,0.502,1.629,,1.6451264,0.01629,3.1441264
145,1.876,0.503,1.638,,1.6423896,0.01638,3.1503896
146,1.889,0.505,1.65,,1.642916,0.0165,3.162916
147,1.902,0.507,1.669,,1.6364424,0.01669,3.1754424
148,1.915,0.508,1.677,,1.6347056000000002,0.01677,3.1817056000000004
149,1.928,0.512,1.689,,1.6477584000000003,0.016890000000000002,3.2067584000000005
150,1.941,0.513,1.702,,1.6410216000000002,0.01702,3.2130216000000003
151,1.954,0.516,1.712,,1.6498112000000003,0.01712,3.2318112
152,1.967,0.517,1.724,,1.6440744000000005,0.01724,3.2380744000000004
153,1.98,0.518,1.735,,1.6393376000000002,0.01735,3.2443376
154,1.993,0.521,1.746,,1.6471272000000003,0.01746,3.2631272000000004
155,2.006,0.525,1.757,,1.6611800000000003,0.01757,3.28818
156,2.019,0.527,1.764,,1.6667064000000003,0.01764,3.3007064
157,2.032,0.529,1.78,,1.6632328000000003,0.0178,3.3132328
158,2.045,0.529,1.791,,1.6522328000000002,0.01791,3.3132328
159,2.058,0.531,1.8,,1.6557592000000003,0.018000000000000002,3.3257592000000002
160,2.071,0.535,1.818,,1.6628120000000002,0.01818,3.3508120000000003
161,2.084,0.537,1.828,,1.6653384000000004,0.01828,3.3633384000000004
162,2.096,0.539,1.841,,1.6648648000000006,0.01841,3.3758648000000004
163,2.109,0.541,1.851,,1.6673912000000004,0.01851,3.3883912000000005
164,2.122,0.543,1.861,,1.6699176000000007,0.01861,3.4009176000000005
165,2.135,0.546,1.872,,1.6777072000000004,0.01872,3.4197072000000004
166,2.148,0.548,1.885,,1.6772336000000005,0.01885,3.4322336000000004
167,2.161,0.55,1.896,,1.6787600000000005,0.018959999999999998,3.4447600000000005
168,2.174,0.554,1.908,,1.6918128000000006,0.01908,3.4698128000000006
169,2.187,0.554,1.92,,1.6798128000000005,0.0192,3.4698128000000006
170,2.2,0.554,1.93,,1.6698128000000008,0.019299999999999998,3.4698128000000006
171,2.213,0.557,1.941,,1.6776024000000005,0.01941,3.4886024000000004
172,2.226,0.559,1.952,,1.6791288000000004,0.01952,3.5011288000000005
173,2.239,0.562,1.961,,1.6889184000000004,0.019610000000000002,3.5199184000000003
174,2.252,0.565,1.974,,1.6947079999999999,0.01974,3.5387079999999997
175,2.265,0.567,1.986,,1.6952344,0.01986,3.5512344
176,2.278,0.567,1.997,,1.6842343999999998,0.01997,3.5512344
177,2.291,0.57,2.01,,1.6900240000000002,0.020099999999999996,3.570024
178,2.304,0.572,2.02,,1.6925503999999996,0.0202,3.5825503999999997
179,2.316,0.575,2.032,,1.6993399999999999,0.02032,3.60134
